#build start(27;27)
 , , , , , , , , , , , , , , , ,CF,CF,CF,CF,CF,CF,CF, , , , , , , ,CF,CF,CF,CF,CF,CF,CF, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,CF, , , , , , , ,CF, , , , , ,CF, , , , , , , ,CF, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF,CF,CF,CF,CF, , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , ,CF,CF,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF,CF,CF, , , , , , , , , , , , 
 , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , 
 , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , 
 , , , , , , , ,CF, , , , , , , , , , , , , , , ,CF,CF,CF,CF,CF, , , , , , , , , , , , , , , ,CF, , , , , , , , 
 , , , , , , , ,CF, , , , , , , , , , , ,CF,CF,CF,CF, , , , , ,CF,CF,CF,CF, , , , , , , , , , , ,CF, , , , , , , , 
 , , , , , , ,CF, , , , , , , , , , ,CF,CF, , , , , , , , , , , , , ,CF,CF, , , , , , , , , , ,CF, , , , , , , 
 , , , , , ,CF, , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , ,CF, , , , , , 
 , , , , , ,CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF, , , , , , 
 , ,CF,CF,CF,CF,CF, , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , ,CF,CF,CF,CF,CF, , 
 ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, 
CF, , , , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , , , ,CF
CF, , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , ,CF
CF, , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , ,CF
CF, , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , ,CF
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
 ,CF, , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , ,CF, 
 , ,CF, , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , ,CF, , 
 , ,CF, , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , ,CF, , 
 , ,CF, , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , ,CF, , 
 , ,CF, , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , ,CF, , 
 , ,CF, , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , ,CF, , 
 ,CF, , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , ,CF, 
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF
CF, , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , ,CF
CF, , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , ,CF
CF, , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , ,CF
CF, , , , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , , , ,CF
 ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, 
 , ,CF,CF,CF,CF,CF, , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , ,CF,CF,CF,CF,CF, , 
 , , , , , ,CF, , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF, , , , , , 
 , , , , , ,CF, , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , ,CF, , , , , , 
 , , , , , , ,CF, , , , , , , , , , ,CF,CF, , , , , , , , , , , , , ,CF,CF, , , , , , , , , , ,CF, , , , , , , 
 , , , , , , , ,CF, , , , , , , , , , , ,CF,CF,CF,CF, , , , , ,CF,CF,CF,CF, , , , , , , , , , , ,CF, , , , , , , , 
 , , , , , , , ,CF, , , , , , , , , , , , , , , ,CF,CF,CF,CF,CF, , , , , , , , , , , , , , , ,CF, , , , , , , , 
 , , , , , , , , ,CF,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF,CF, , , , , , , , , 
 , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , 
 , , , , , , , , , , , ,CF,CF,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF,CF,CF, , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , , , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,CF, , , , , , , , , ,CF,CF,CF,CF,CF, , , , , , , , , ,CF, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,CF, , , , , , , ,CF, , , , , ,CF, , , , , , , ,CF, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,CF,CF,CF,CF,CF,CF,CF, , , , , , , ,CF,CF,CF,CF,CF,CF,CF, , , , , , , , , , , , , , , , 
